city,title,price,area,location,property_type,bedrooms,bathrooms,built_in_year,parking_space,servant_quarters,store_rooms,kitchens,drawing_room,dining_room,study_room,prayer_room,powder_room,lounge_sitting_room,url
Islamabad,7 MARLA (30x60) WELL MAINTAINED HOUSE FOR SALE DOUBLE UNIT WITH ALL FACILITIES,32000000.0,7 Marla,"Soan Garden, Islamabad, Islamabad Capital",House,5.0,6.0,2022,,1,2,2,Yes,Yes,,,,Yes,https://www.zameen.com/Property/soan_garden_soan_garden_-_block_h_7_marla_30x60_well_maintained_house_for_sale_double_unit_with_all_facilities-54014229-3498-1.html
Islamabad,6 MARLA BRAND NEW DOUBLE UNIT HOUSE FOT SALE | 0KM DISTANCE TO EXPRESSWAY | ALL FACILITIES AVAILABLE,31000000.0,6 Marla,"Soan Garden, Islamabad, Islamabad Capital",House,5.0,6.0,2026,2026,1,2,2,Yes,Yes,,,Yes,Yes,https://www.zameen.com/Property/soan_garden_soan_garden_-_block_h_6_marla_brand_new_double_unit_house_fot_sale_0km_distance_to_expressway_all_facilities_available-54044821-3498-1.html
Islamabad,10 MARLA WELL MAINTAINED DOUBLE UNIT HOUSE AVAILABLE FOR SALE | 2 MIN DRIVING DISTANCE TO HIGHWAY | ALL FACILITIES AVAILABLE,37000000.0,10 Marla,"Soan Garden, Islamabad, Islamabad Capital",House,6.0,7.0,2023,2,1,2,2,Yes,Yes,Yes,Yes,Yes,Yes,https://www.zameen.com/Property/soan_garden_soan_garden_-_block_h_10_marla_well_maintained_double_unit_house_available_for_sale_2_min_driving_distance_to_highway_all_facilities_available-54166729-3498-1.html
Islamabad,1812 Sq Ft 3 BHK FAMILY APARTMENT FOR SALE | LIFT 24/7 | ALL FACILITIES AVAILABLE,6500000.0,8.1 Marla,"Soan Garden, Islamabad, Islamabad Capital",Flat,3.0,3.0,2026,,,3,3,3,,,3,,3,https://www.zameen.com/Property/soan_garden_soan_garden_-_block_g_1812_sq_ft_3_bhk_family_apartment_for_sale_lift_24_7_all_facilities_available-54238854-3497-1.html
Islamabad,"Furnished 3-Bed Apartment for Sale in Samama Star, Gulberg Greens Modern Living in Prime Location",21000000.0,5.5 Marla,"Gulberg, Islamabad, Islamabad Capital",Flat,3.0,3.0,2024,,,,3,3,3,,,,3,https://www.zameen.com/Property/gulberg_greens_smama_star_mall_residency_furnished_3-bed_apartment_for_sale_in_samama_star_gulberg_greens_modern_living_in_prime_location-54236602-11278-1.html
Islamabad,Brand New Kanal House In B17 Islamabad,85000000.0,1 Kanal,"B-17, Islamabad, Islamabad Capital",House,8.0,6.0,2026,Yes,1,1,2,Yes,Yes,Yes,Yes,Yes,Yes,https://www.zameen.com/Property/islamabad_b-17_brand_new_kanal_house_in_b17_islamabad-53958210-616-1.html
Islamabad,Investor Price 2bad Luxury Apartment Available For Sale Skyprk1 Gulberg Green Islamabad,32500000.0,7.3 Marla,"Gulberg, Islamabad, Islamabad Capital",Flat,2.0,2.0,2025,2,1,1,1,Yes,Yes,Yes,Yes,Yes,Yes,https://www.zameen.com/Property/gulberg_greens_skypark_one_investor_price_2bad_luxury_apartment_available_for_sale_skyprk1_gulberg_green_islamabad-54086460-15266-1.html
Islamabad,"5 Marla Beautiful House In F Block, B17 Islamabad",24000000.0,5 Marla,"B-17, Islamabad, Islamabad Capital",House,5.0,5.0,2026,Yes,1,1,2,Yes,Yes,Yes,Yes,Yes,Yes,https://www.zameen.com/Property/islamabad_b-17_5_marla_beautiful_house_in_f_block_b17_islamabad-53881488-616-1.html
Islamabad,5 Marla House In FMC/B17 Islamabad,26000000.0,5 Marla,"B-17, Islamabad, Islamabad Capital",House,4.0,5.0,2025,Yes,1,1,2,Yes,Yes,Yes,Yes,Yes,Yes,https://www.zameen.com/Property/islamabad_b-17_5_marla_house_in_fmc_b17_islamabad-53884954-616-1.html
Islamabad,Iconic Project of Capital - J7 Emporium B17 Islamabad,20800000.0,5 Marla,"B-17, Islamabad, Islamabad Capital",Flat,2.0,2.0,2028,Yes,1,1,Yes,Yes,Yes,,,Yes,Yes,https://www.zameen.com/Property/islamabad_b-17_iconic_project_of_capital_-_j7_emporium_b17_islamabad-53885502-616-1.html
Islamabad,"5 Marla House On 60 Feet Road In F Block, B17 Islamabad",26000000.0,5 Marla,"B-17, Islamabad, Islamabad Capital",House,4.0,5.0,2026,Yes,2,2,2,Yes,Yes,Yes,Yes,Yes,Yes,https://www.zameen.com/Property/islamabad_b-17_5_marla_house_on_60_feet_road_in_f_block_b17_islamabad-53886986-616-1.html
Islamabad,"5 Marla House On Easy Instalment In F Block, B17 Islamabad",26000000.0,5 Marla,"B-17, Islamabad, Islamabad Capital",House,4.0,5.0,2026,Yes,1,1,2,Yes,Yes,Yes,Yes,Yes,Yes,https://www.zameen.com/Property/islamabad_b-17_5_marla_house_on_easy_instalment_in_f_block_b17_islamabad-53910141-616-1.html
Islamabad,House In Bahria Enclave For Sale,27500000.0,5 Marla,"Bahria Town, Islamabad, Islamabad Capital",House,3.0,4.0,2024,1,1,1,1,Yes,Yes,Yes,Yes,Yes,Yes,https://www.zameen.com/Property/bahria_town_bahria_enclave_house_in_bahria_enclave_for_sale-48266498-1705-1.html
Islamabad,DHA Phase 2 One Kanal House,138500000.0,1 Kanal,"DHA Defence, Islamabad, Islamabad Capital",House,5.0,5.0,2026,5,5,5,5,5,5,,,,5,https://www.zameen.com/Property/dha_defence_dha_defence_phase_2_dha_phase_2_one_kanal_house-54221194-339-1.html
Islamabad,10 Marla House For sale In Beautiful Top City 1,38000000.0,10 Marla,"Top City 1, Islamabad, Islamabad Capital",House,5.0,6.0,2024,Yes,Yes,Yes,1,Yes,Yes,Yes,Yes,Yes,Yes,https://www.zameen.com/Property/islamabad_top_city_1_10_marla_house_for_sale_in_beautiful_top_city_1-52231427-1383-1.html
Islamabad,Ideally Located Studio Apartment,12100000.0,3.3 Marla,"B-17, Islamabad, Islamabad Capital",Flat,,1.0,2026,1,1,1,1,Yes,Yes,Yes,Yes,Yes,Yes,https://www.zameen.com/Property/b_17_j7_emporium_ideally_located_studio_apartment-53812571-17263-1.html
Islamabad,Luxurious 1 Kanal pool House For Sale,158000000.0,1 Kanal,"DHA Defence, Islamabad, Islamabad Capital",House,5.0,6.0,2026,4,,2,2,2,2,,,2,2,https://www.zameen.com/Property/dha_defence_dha_defence_phase_2_luxurious_1_kanal_pool_house_for_sale-53935354-339-1.html
Islamabad,Buy your ideal 1800 Square Feet House in a prime location of Islamabad,40000000.0,8 Marla,"Faisal Town - F-18, Islamabad, Islamabad Capital",House,5.0,5.0,2026,,,1,2,Yes,Yes,Yes,Yes,Yes,Yes,https://www.zameen.com/Property/faisal_town_phase_1_faisal_town_phase_1_-_block_a_buy_your_ideal_1800_square_feet_house_in_a_prime_location_of_islamabad-54174506-16416-1.html
Islamabad,Prominently-Located Flat Available In PWD Housing Scheme For Sale,5700000.0,2.1 Marla,"PWD Housing Scheme, Islamabad, Islamabad Capital",Flat,2.0,2.0,2024,,,,,,,,,,,https://www.zameen.com/Property/islamabad_pwd_housing_scheme_prominently-located_flat_available_in_pwd_housing_scheme_for_sale-54214045-424-1.html
Islamabad,Prime Location Jinnah Gardens Phase 1 House Sized 12 Marla Is Available,67500000.0,12 Marla,"FECHS, Islamabad, Islamabad Capital",House,6.0,6.0,2024,,,,6,6,6,,,,,https://www.zameen.com/Property/jinnah_gardens_jinnah_gardens_phase_1_prime_location_jinnah_gardens_phase_1_house_sized_12_marla_is_available-54140569-1421-1.html
Islamabad,In Islamabad You Can Find The Perfect Prime Location House For Sale,67000000.0,12 Marla,"FECHS, Islamabad, Islamabad Capital",House,6.0,6.0,2024,1,1,,2,Yes,Yes,Yes,Yes,Yes,Yes,https://www.zameen.com/Property/jinnah_gardens_jinnah_gardens_phase_1_in_islamabad_you_can_find_the_perfect_prime_location_house_for_sale-54140571-1421-1.html
Islamabad,Spacious Prime Location House Is Available For Sale In Ideal Location Of Jinnah Gardens Phase 1,55000000.0,10 Marla,"FECHS, Islamabad, Islamabad Capital",House,6.0,6.0,2026,,,,6,6,6,,,,,https://www.zameen.com/Property/jinnah_gardens_jinnah_gardens_phase_1_spacious_prime_location_house_is_available_for_sale_in_ideal_location_of_jinnah_gardens_phase_1-54140570-1421-1.html
Islamabad,Own A Flat In 375 Square Feet National Police Foundation O9 136 Busstand Ovaisco Heights,3300000.0,1.7 Marla,"PWD Housing Scheme, Islamabad, Islamabad Capital",Flat,1.0,1.0,2024,1,1,1,2,Yes,Yes,,,,Yes,https://www.zameen.com/Property/islamabad_pwd_housing_scheme_own_a_flat_in_375_square_feet_national_police_foundation_o9_136_busstand_ovaisco_heights-53183174-424-1.html
Islamabad,Flat For sale In Mall of Imarat Islamabad,25000000.0,3 Marla,"FECHS, Islamabad, Islamabad Capital",Flat,,,2026,,,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,https://www.zameen.com/Property/jinnah_gardens_mall_of_imarat_flat_for_sale_in_mall_of_imarat_islamabad-54249951-22031-1.html
Islamabad,Buying A Flat In Islamabad?,24000000.0,4.2 Marla,"FECHS, Islamabad, Islamabad Capital",Flat,,,2026,,,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,https://www.zameen.com/Property/jinnah_gardens_mall_of_imarat_buying_a_flat_in_islamabad-54249923-22031-1.html
Islamabad,House For Sale Size 500 Sqyds Main E 11 Double Road,170000000.0,1 Kanal,"E-11, Islamabad, Islamabad Capital",House,8.0,6.0,2021,5,2,2,3,Yes,Yes,Yes,Yes,Yes,Yes,https://www.zameen.com/Property/islamabad_e-11_house_for_sale_size_500_sqyds_main_e_11_double_road-54250027-329-1.html
Islamabad,Become Owner Of Your Prime Location House Today Which Is Centrally Located In Capital Smart City Phase 3 In Islamabad,15000000.0,5 Marla,"Airport Avenue, Islamabad, Islamabad Capital",House,4.0,4.0,2024,1,1,1,2,Yes,Yes,Yes,Yes,Yes,Yes,https://www.zameen.com/Property/airport_avenue_capital_smart_city_phase_3_become_owner_of_your_prime_location_house_today_which_is_centrally_located_in_capital_smart_city_phase_3_in_islamabad-54243774-22280-1.html
Islamabad,"Beautiful One Bed Flat For Sale In E Block, B17 Islamabad",4700000.0,1.6 Marla,"B-17, Islamabad, Islamabad Capital",Flat,1.0,1.0,2025,Yes,2,1,1,Yes,Yes,Yes,Yes,Yes,Yes,https://www.zameen.com/Property/islamabad_b-17_beautiful_one_bed_flat_for_sale_in_e_block_b17_islamabad-53876932-616-1.html
Islamabad,"10 Marla Double Hight House In B Block, B17 Islamabad",59000000.0,10 Marla,"B-17, Islamabad, Islamabad Capital",House,6.0,6.0,2026,Yes,6,,6,6,6,,,,,https://www.zameen.com/Property/islamabad_b-17_10_marla_double_hight_house_in_b_block_b17_islamabad-53881247-616-1.html
Islamabad,Near Margalla Road F7/2 1066 Syd House for Sale,700000000.0,2.1 Kanal,"F-7, Islamabad, Islamabad Capital",House,5.0,6.0,2026,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,https://www.zameen.com/Property/islamabad_f-7_near_margalla_road_f7_2_1066_syd_house_for_sale-54214287-165-1.html
Islamabad,Investor Alert F6 666 Syd Good Location House Margalla View Facing with 5 Bedrooms Drawing and Dining 2 TV Lounges 2 Servant Quarters,385000000.0,1.3 Kanal,"F-6, Islamabad, Islamabad Capital",House,5.0,6.0,2026,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,https://www.zameen.com/Property/islamabad_f-6_investor_alert_f6_666_syd_good_location_house_margalla_view_facing_with_5_bedrooms_drawing_and_dining_2_tv_lounges_2_servant_quarters-54114602-164-1.html
Islamabad,"3 Bedrooms Beautiful Apartment for Sale in Silver Oaks, Islamabad",65000000.0,8 Marla,"F-10, Islamabad, Islamabad Capital",Flat,3.0,3.0,2010,2,1,2,1,Yes,Yes,Yes,Yes,Yes,Yes,https://www.zameen.com/Property/f_10_silver_oaks_apartments_3_bedrooms_beautiful_apartment_for_sale_in_silver_oaks_islamabad-54121320-11308-1.html
Islamabad,"10 Marla Like New Double Storey House for Sale in E-11 (MPCHS), Islamabad",95000000.0,10.9 Marla,"E-11, Islamabad, Islamabad Capital",House,6.0,6.0,2025,2,1,10,2,Yes,Yes,Yes,Yes,Yes,Yes,https://www.zameen.com/Property/islamabad_e-11_10_marla_like_new_double_storey_house_for_sale_in_e-11_mpchs_islamabad-54237570-329-1.html
Islamabad,I-14 Owner House For Sale Urgently,31000000.0,6 Marla,"I-14, Islamabad, Islamabad Capital",House,5.0,6.0,2025,1,1,Yes,2,Yes,Yes,Yes,Yes,Yes,Yes,https://www.zameen.com/Property/islamabad_i-14_i-14_owner_house_for_sale_urgently-53689397-1045-1.html
Islamabad,1 Kanal (50x90) Ultra Luxury Designer Corner House For sale in Block C Mpchs Multi Garden B-17 Islamabad,105000000.0,1 Kanal,"B-17, Islamabad, Islamabad Capital",House,6.0,6.0,2026,3,Yes,Yes,2,Yes,Yes,Yes,Yes,Yes,Yes,https://www.zameen.com/Property/mpchs_multi_gardens_mpchs_-_block_c_1_kanal_50x90_ultra_luxury_designer_corner_house_for_sale_in_block_c_mpchs_multi_garden_b-17_islamabad-54194131-3118-1.html
Islamabad,"Designer 10 Marla House For Sale DHA Phase 5,Islamabad",78000000.0,10 Marla,"DHA Defence, Islamabad, Islamabad Capital",House,5.0,6.0,2026,2,1,2,2,Yes,Yes,,,Yes,Yes,https://www.zameen.com/Property/dha_defence_dha_defence_phase_5_designer_10_marla_house_for_sale_dha_phase_5_islamabad-53792126-10991-1.html
Islamabad,Investor Rate 50x90 House in Prime F-8,222500000.0,1 Kanal,"F-8, Islamabad, Islamabad Capital",House,5.0,6.0,2026,Yes,,,,,,,,,,https://www.zameen.com/Property/islamabad_f-8_investor_rate_50x90_house_in_prime_f-8-53612568-166-1.html
Islamabad,Brand New Triple-Storey Designer House For Sale In F-8,415000000.0,1 Kanal,"F-8, Islamabad, Islamabad Capital",House,6.0,7.0,2026,Yes,Yes,8,2,Yes,Yes,Yes,Yes,Yes,Yes,https://www.zameen.com/Property/islamabad_f-8_brand_new_triple-storey_designer_house_for_sale_in_f-8-53492540-166-1.html
Islamabad,THE RESIDENCES BY ALTAF DEVELOPMENT STUDIO APARTMENTS,13200000.0,3.5 Marla,"Faisal Hills, Islamabad, Islamabad Capital",Flat,,,2026,,,,Yes,,,,,,,https://www.zameen.com/Property/islamabad_faisal_hills_the_residences_by_altaf_development_studio_apartments-54244802-10859-1.html
Islamabad,House For Sale,28500000.0,5 Marla,"FECHS, Islamabad, Islamabad Capital",House,4.0,5.0,2022,Yes,,,,,,,,,,https://www.zameen.com/Property/jinnah_gardens_jinnah_gardens_phase_1_house_for_sale-54158179-1421-1.html
Islamabad,Double Road Corner Brand New Designer & Luxurious House Available,62500000.0,10 Marla,"Top City 1, Islamabad, Islamabad Capital",House,6.0,6.0,2026,2026,6,6,,6,6,6,,,,https://www.zameen.com/Property/islamabad_top_city_1_double_road_corner_brand_new_designer_luxurious_house_available-54106109-1383-1.html
Islamabad,House Of 10 Marla For Sale In Top City 1 - Block D,47500000.0,10 Marla,"Top City 1, Islamabad, Islamabad Capital",House,5.0,6.0,2025,1,1,,1,Yes,Yes,Yes,Yes,Yes,Yes,https://www.zameen.com/Property/top_city_1_top_city_1_-_block_d_house_of_10_marla_for_sale_in_top_city_1_-_block_d-53539037-9233-1.html
Islamabad,CORNER 25x40 HOUSE G-13 ISLAMABAD,37500000.0,4 Marla,"G-13, Islamabad, Islamabad Capital",House,5.0,6.0,2026,Yes,13,Yes,13,Yes,Yes,Yes,Yes,Yes,Yes,https://www.zameen.com/Property/islamabad_g-13_corner_25x40_house_g-13_islamabad-54158101-330-1.html
Islamabad,"Modern Apartment for Sale in Elanza Mall, Gulberg D Markaz",7800000.0,3.1 Marla,"Gulberg, Islamabad, Islamabad Capital",Flat,1.0,1.0,2024,Yes,,,1,,1,,1,,,https://www.zameen.com/Property/gulberg_residencia_gulberg_residencia_-_d_markaz_modern_apartment_for_sale_in_elanza_mall_gulberg_d_markaz-54081244-14966-1.html
Islamabad,Shining 10 Marla House @5.50 Cr - Block D B17 Islamabad.,55000000.0,14 Marla,"B-17, Islamabad, Islamabad Capital",House,6.0,6.0,2026,Yes,1,1,,Yes,Yes,Yes,Yes,Yes,Yes,https://www.zameen.com/Property/islamabad_b-17_shining_10_marla_house_5_50_cr_-_block_d_b17_islamabad-53876963-616-1.html
Islamabad,2 Bed Apartment,41500000.0,6.7 Marla,"GT Road, Islamabad, Islamabad Capital",Flat,2.0,2.0,2025,2,1,1,1,Yes,Yes,Yes,Yes,Yes,Yes,https://www.zameen.com/Property/gt_road_zeta-1_mall_2_bed_apartment-53813359-16699-1.html
Islamabad,1 Bedroom Apartment | 3 Year Easy Payment Plan | Golf Course View | Eighteen Islamabad,28500000.0,3.4 Marla,"Kashmir Highway, Islamabad, Islamabad Capital",Flat,1.0,2.0,2018,1,1,1,Yes,Yes,Yes,,,Yes,Yes,https://www.zameen.com/Property/kashmir_highway_eighteen_1_bedroom_apartment_3_year_easy_payment_plan_golf_course_view_eighteen_islamabad-54216780-12602-1.html
Islamabad,Luxury 5 Bedroom Flat Available For Sale In F-10 Sukh Chayn,300000000.0,1 Kanal,"F-10, Islamabad, Islamabad Capital",Flat,5.0,7.0,2025,Yes,2,1,1,Yes,Yes,Yes,Yes,Yes,Yes,https://www.zameen.com/Property/f_10_sukh_chayn_residence_luxury_5_bedroom_flat_available_for_sale_in_f-10_sukh_chayn-53109903-13589-1.html
Islamabad,"Brand New 3 Bed Apartment Available For Sale In The Heart Of Islamabad, All Facilities Available",84000000.0,8.7 Marla,"F-10, Islamabad, Islamabad Capital",Flat,3.0,3.0,2025,Yes,1,,2,Yes,Yes,,Yes,Yes,Yes,https://www.zameen.com/Property/f_10_sukh_chayn_residence_brand_new_3_bed_apartment_available_for_sale_in_the_heart_of_islamabad_all_facilities_available-53210408-13589-1.html
Islamabad,"5 Marla Beautifully Built Brand New Single Storey House Available For Sale In Bani Gala, Islamabad",13500000.0,5 Marla,"Bani Gala, Islamabad, Islamabad Capital",House,2.0,3.0,2026,Yes,Yes,Yes,1,Yes,Yes,Yes,Yes,Yes,Yes,https://www.zameen.com/Property/islamabad_bani_gala_5_marla_beautifully_built_brand_new_single_storey_house_available_for_sale_in_bani_gala_islamabad-54249932-340-1.html
Islamabad,I-14 House For Sale With Extra Land,48000000.0,7 Marla,"I-14, Islamabad, Islamabad Capital",House,6.0,7.0,2025,2,1,2,3,Yes,Yes,Yes,Yes,Yes,Yes,https://www.zameen.com/Property/i_14_i-14_4_i-14_house_for_sale_with_extra_land-53860156-8343-1.html
Islamabad,1 Kanal Well Maintained Used House For Sale In DHA I_R,108000000.0,1 Kanal,"DHA Defence, Islamabad, Islamabad Capital",House,6.0,6.0,2018,3,2,2,5,Yes,Yes,Yes,Yes,Yes,Yes,https://www.zameen.com/Property/dha_defence_dha_defence_phase_2_1_kanal_well_maintained_used_house_for_sale_in_dha_i_r-52379177-339-1.html
Islamabad,1 Kanal Aesthetically Built House For Sale In DHA I_R,112500000.0,1 Kanal,"DHA Defence, Islamabad, Islamabad Capital",House,6.0,6.0,2025,4,2,2,2,Yes,Yes,Yes,Yes,Yes,Yes,https://www.zameen.com/Property/dha_defence_dha_defence_phase_2_1_kanal_aesthetically_built_house_for_sale_in_dha_i_r-52367853-339-1.html
Islamabad,1.5 Kanal Brand New Corner Designer And Furnished House Up For Sale In Dha Phase 2 Islamabad,170000000.0,1.5 Kanal,"DHA Defence, Islamabad, Islamabad Capital",House,6.0,6.0,2023,5,1,1,1,Yes,Yes,Yes,Yes,Yes,Yes,https://www.zameen.com/Property/dha_defence_dha_defence_phase_2_1_5_kanal_brand_new_corner_designer_and_furnished_house_up_for_sale_in_dha_phase_2_islamabad-53341071-339-1.html
Islamabad,"1 Kanal Brand New Beautiful, Designer And Luxury House Up For Sale.",154500000.0,1 Kanal,"DHA Defence, Islamabad, Islamabad Capital",House,5.0,6.0,2023,2023,1,1,2,Yes,Yes,Yes,Yes,Yes,Yes,https://www.zameen.com/Property/dha_defence_dha_defence_phase_2_1_kanal_brand_new_beautiful_designer_and_luxury_house_up_for_sale-53977103-339-1.html
Islamabad,18 West Luxury Furnished 2 Bedroom Apartment For Sale,43500000.0,7.8 Marla,"F-11, Islamabad, Islamabad Capital",Flat,2.0,2.0,2018,1,,1,1,Yes,Yes,Yes,Yes,Yes,Yes,https://www.zameen.com/Property/islamabad_f-11_18_west_luxury_furnished_2_bedroom_apartment_for_sale-54067432-163-1.html
Islamabad,G-13 25x40 brand new double story Modern front Elevation,44500000.0,4 Marla,"G-13, Islamabad, Islamabad Capital",House,4.0,5.0,2026,,,,,Yes,Yes,Yes,,Yes,,https://www.zameen.com/Property/islamabad_g-13_g-13_25x40_brand_new_double_story_modern_front_elevation-54136932-330-1.html
Islamabad,10 Marla elegant house available for sale in sector c1,57000000.0,10 Marla,"Bahria Town, Islamabad, Islamabad Capital",House,5.0,6.0,2026,2,1,2,2,Yes,Yes,Yes,Yes,Yes,Yes,https://www.zameen.com/Property/bahria_enclave_bahria_enclave_-_sector_c1_10_marla_elegant_house_available_for_sale_in_sector_c1-54180207-11987-1.html
Islamabad,Corner 1 Kanal House For Sale,80000000.0,1 Kanal,"Top City 1, Islamabad, Islamabad Capital",House,7.0,7.0,2016,2,1,1,2,Yes,Yes,Yes,Yes,Yes,Yes,https://www.zameen.com/Property/islamabad_top_city_1_corner_1_kanal_house_for_sale-54183915-1383-1.html
Islamabad,10 Marla House For Sale In Top City,38500000.0,10 Marla,"Top City 1, Islamabad, Islamabad Capital",House,5.0,6.0,2024,2,1,1,2,Yes,Yes,Yes,Yes,Yes,Yes,https://www.zameen.com/Property/islamabad_top_city_1_10_marla_house_for_sale_in_top_city-54145933-1383-1.html
Islamabad,1 Kanal Ultra Luxury Designer House for Sale in DHA Phase 2 Islamabad | 7 Master Bedrooms | Prime Location Near Central Park DHA Phase 2 & Islamabad Expressway | Elegant Living | Double Kitchens | Servant Accommodation | Parking for 3,145000000.0,1 Kanal,"DHA Defence, Islamabad, Islamabad Capital",House,7.0,,2026,4,2,Yes,2,Yes,Yes,Yes,Yes,Yes,Yes,https://www.zameen.com/Property/dha_defence_dha_defence_phase_2_1_kanal_ultra_luxury_designer_house_for_sale_in_dha_phase_2_islamabad_7_master_bedrooms_prime_location_near_central_park_dha_phase_2_islamabad_expressway_elegant_living_double_kitchens_servant_accommodation_parking_for_3-54115123-339-1.html
Islamabad,Affordable House For Sale In Top City 1 - Block A,40000000.0,10 Marla,"Top City 1, Islamabad, Islamabad Capital",House,5.0,6.0,2026,2,1,1,1,Yes,Yes,Yes,Yes,Yes,Yes,https://www.zameen.com/Property/top_city_1_top_city_1_-_block_a_affordable_house_for_sale_in_top_city_1_-_block_a-53648777-9231-1.html
Islamabad,On Excellent Location House For Sale,55000000.0,6 Marla,"E-11, Islamabad, Islamabad Capital",House,4.0,5.0,2024,1,1,,2,Yes,Yes,,,Yes,Yes,https://www.zameen.com/Property/e_11_e-11_4_on_excellent_location_house_for_sale-54135802-3241-1.html
Islamabad,Elegant CDA Approved 10 Marla Triple Story Luxury House for Sale in Islamabad Rehman Enclave,69500000.0,10 Marla,"Lehtrar Road, Islamabad, Islamabad Capital",House,,,2026,2,1,1,3,Yes,,,,Yes,Yes,https://www.zameen.com/Property/lehtrar_road_rahman_enclave_elegant_cda_approved_10_marla_triple_story_luxury_house_for_sale_in_islamabad_rehman_enclave-54079022-17143-1.html
Islamabad,House Of 5 Marla Is Available For sale,24000000.0,5 Marla,"Bahria Town, Islamabad, Islamabad Capital",House,3.0,3.0,2026,,1,1,2,Yes,Yes,Yes,Yes,Yes,Yes,https://www.zameen.com/Property/bahria_enclave_bahria_enclave_-_sector_h_house_of_5_marla_is_available_for_sale-54207683-11983-1.html
Islamabad,PHA Officer Residencia Kuri Road Islamabad BRAND New House,42500000.0,8 Marla,"Kuri Road, Islamabad, Islamabad Capital",House,5.0,6.0,2015,1,5,1,5,5,Yes,Yes,Yes,Yes,Yes,https://www.zameen.com/Property/kuri_road_phaf_officers_residencia_pha_officer_residencia_kuri_road_islamabad_brand_new_house-52793657-13099-1.html
Islamabad,16 Marla House With Solar Installed In Bani Gala,55000000.0,16 Marla,"Bani Gala, Islamabad, Islamabad Capital",House,6.0,7.0,2025,2,1,1,2,Yes,Yes,Yes,Yes,Yes,Yes,https://www.zameen.com/Property/islamabad_bani_gala_16_marla_house_with_solar_installed_in_bani_gala-54127626-340-1.html
Islamabad,Elegant Designer House Avaliable,160000000.0,1 Kanal,"DHA Defence, Islamabad, Islamabad Capital",House,5.0,5.0,2026,2026,1,1,2,Yes,Yes,,,Yes,Yes,https://www.zameen.com/Property/dha_defence_phase_2_dha_phase_2_-_sector_f_elegant_designer_house_avaliable-54250406-3201-1.html
Islamabad,4.4 Marla Double Unit Investor Price House Available For Sale,40000000.0,4.4 Marla,"D-12, Islamabad, Islamabad Capital",House,3.0,4.0,2024,1,1,1,2,Yes,Yes,Yes,Yes,Yes,Yes,https://www.zameen.com/Property/d_12_d-12_4_4_4_marla_double_unit_investor_price_house_available_for_sale-53759404-3157-1.html
Islamabad,Studio Apartment Available For Sale Eighteen By Ora.,25800000.0,3.4 Marla,"Kashmir Highway, Islamabad, Islamabad Capital",Flat,,1.0,2028,Yes,7,1,1,Yes,Yes,Yes,,Yes,Yes,https://www.zameen.com/Property/kashmir_highway_eighteen_studio_apartment_available_for_sale_eighteen_by_ora-54249870-12602-1.html
Islamabad,Owner Build 12 Marla House For Sale At Ideal Location,65000000.0,12 Marla,"DHA Defence, Islamabad, Islamabad Capital",House,5.0,6.0,2024,3,1,1,3,Yes,Yes,Yes,Yes,Yes,Yes,https://www.zameen.com/Property/dha_defence_dha_defence_phase_1_owner_build_12_marla_house_for_sale_at_ideal_location-54219493-376-1.html
Islamabad,An Exclusive 2 Kanal Fully Furnished Modern House Will Be Available For Sale Within This Month.,280000000.0,2 Kanal,"DHA Defence, Islamabad, Islamabad Capital",House,6.0,6.0,2026,4,2,1,3,Yes,Yes,Yes,Yes,Yes,Yes,https://www.zameen.com/Property/dha_defence_dha_defence_phase_2_an_exclusive_2_kanal_fully_furnished_modern_house_will_be_available_for_sale_within_this_month-54225791-339-1.html
Islamabad,Two Bedrooms Apartment Available For Sale On Investor Price,11500000.0,5.1 Marla,"DHA Defence, Islamabad, Islamabad Capital",Flat,2.0,2.0,2021,2,,1,1,Yes,Yes,Yes,Yes,Yes,Yes,https://www.zameen.com/Property/dha_defence_phase_2_al-ghurair_giga_two_bedrooms_apartment_available_for_sale_on_investor_price-54230233-15113-1.html
Islamabad,8 Marla ( 30*60 in Block E ) Brand New House For Sale in MPCHS Multi Gardens B-17 Islamabad.,40000000.0,8 Marla,"B-17, Islamabad, Islamabad Capital",House,4.0,6.0,2026,,,,,,,,,,,https://www.zameen.com/Property/mpchs_multi_gardens_mpchs_-_block_e_8_marla_30_60_in_block_e_brand_new_house_for_sale_in_mpchs_multi_gardens_b-17_islamabad-54248092-3120-1.html
Islamabad,G-13 35x70 Brand new Double storey House available for sale,85000000.0,10 Marla,"G-13, Islamabad, Islamabad Capital",House,6.0,7.0,2026,1,,13,2,Yes,Yes,Yes,Yes,Yes,Yes,https://www.zameen.com/Property/islamabad_g-13_g-13_35x70_brand_new_double_storey_house_available_for_sale-54086514-330-1.html
Islamabad,G-13 30x60 Brand New Double Storey House Available For Sale,67500000.0,8 Marla,"G-13, Islamabad, Islamabad Capital",House,6.0,6.0,2026,Yes,Yes,13,2,Yes,Yes,Yes,Yes,Yes,Yes,https://www.zameen.com/Property/islamabad_g-13_g-13_30x60_brand_new_double_storey_house_available_for_sale-54020026-330-1.html
